facility_id,facility_type,governorate,sku_id,manufacturer,unit_price_egp,flu_index,allergy_index,promotion_flag,public_holiday_flag,day,month,season,actual_demand_units
FAC064,Clinic Pharmacy,Kafr El Sheikh,SKU028,Pfizer Egypt,53.37,31.0,55.6,1,0,2,5,Spring,16.0
FAC064,Clinic Pharmacy,Kafr El Sheikh,SKU069,AstraZeneca Egypt,55.42,31.0,55.6,0,0,2,5,Spring,4.0
FAC064,Clinic Pharmacy,Kafr El Sheikh,SKU072,CID,24.2,31.0,55.6,0,0,2,5,Spring,12.0
FAC023,Retail Pharmacy,Luxor,SKU002,CID,18.3,25.4,47.1,0,0,2,5,Spring,17.0
FAC023,Retail Pharmacy,Luxor,SKU041,Bayer Egypt,35.55,25.4,47.1,0,0,2,5,Spring,13.0
FAC023,Retail Pharmacy,Luxor,SKU076,Lundbeck Egypt,128.36,25.4,47.1,0,0,2,5,Spring,3.0
FAC050,Hospital Pharmacy,Luxor,SKU013,Amoun,34.47,25.4,47.1,0,0,2,5,Spring,17.0
FAC053,Hospital Pharmacy,Matrouh,SKU004,Novartis Egypt,45.19,24.8,39.3,0,0,2,5,Spring,12.0
FAC053,Hospital Pharmacy,Matrouh,SKU028,Pfizer Egypt,50.48,24.8,39.3,0,0,2,5,Spring,25.0
FAC053,Hospital Pharmacy,Matrouh,SKU047,EIPICO,45.79,24.8,39.3,0,0,2,5,Spring,11.0
FAC019,Retail Pharmacy,Minya,SKU021,CID,43.07,20.7,35.9,0,0,2,5,Spring,12.0
FAC008,Retail Pharmacy,Monufia,SKU021,CID,43.87,25.1,46.4,0,0,2,5,Spring,9.0
FAC035,Retail Pharmacy,Monufia,SKU012,Sanofi Egypt,39.45,25.1,46.4,0,0,2,5,Spring,15.0
FAC035,Retail Pharmacy,Monufia,SKU050,AstraZeneca Egypt,53.41,25.1,46.4,0,0,2,5,Spring,4.0
FAC062,Clinic Pharmacy,Monufia,SKU063,GSK Egypt,62.52,25.1,46.4,0,0,2,5,Spring,5.0
FAC062,Clinic Pharmacy,Monufia,SKU077,Janssen Egypt,65.96,25.1,46.4,0,0,2,5,Spring,3.0
FAC054,Hospital Pharmacy,New Valley,SKU029,Merck Egypt,70.17,22.8,40.8,0,0,2,5,Spring,30.0
FAC054,Hospital Pharmacy,New Valley,SKU030,Novartis Egypt,108.82,22.8,40.8,0,0,2,5,Spring,11.0
FAC054,Hospital Pharmacy,New Valley,SKU065,Sanofi Egypt,32.54,22.8,40.8,0,0,2,5,Spring,13.0
FAC015,Retail Pharmacy,North Sinai,SKU006,GSK Egypt,53.87,28.6,39.1,0,0,2,5,Spring,9.0
FAC015,Retail Pharmacy,North Sinai,SKU024,Novo Nordisk Egypt,134.12,28.6,39.1,0,0,2,5,Spring,5.0
FAC042,Retail Pharmacy,North Sinai,SKU024,Novo Nordisk Egypt,143.93,28.6,39.1,0,0,2,5,Spring,4.0
FAC042,Retail Pharmacy,North Sinai,SKU026,Pfizer Egypt,96.45,28.6,39.1,0,0,2,5,Spring,18.0
FAC042,Retail Pharmacy,North Sinai,SKU048,Acino Egypt,68.25,28.6,39.1,0,0,2,5,Spring,4.0
FAC042,Retail Pharmacy,North Sinai,SKU073,Pfizer Egypt,91.59,28.6,39.1,0,0,2,5,Spring,4.0
FAC039,Retail Pharmacy,Port Said,SKU010,Hikma Egypt,110.99,11.5,48.2,0,0,2,5,Spring,3.0
FAC039,Retail Pharmacy,Port Said,SKU024,Novo Nordisk Egypt,140.53,11.5,48.2,0,0,2,5,Spring,4.0
FAC031,Retail Pharmacy,Qalyubia,SKU075,Novartis Egypt,52.36,31.0,50.1,0,0,2,5,Spring,13.0
FAC058,Clinic Pharmacy,Qalyubia,SKU001,EVA Pharma,23.39,31.0,50.1,0,0,2,5,Spring,22.0
FAC058,Clinic Pharmacy,Qalyubia,SKU040,UCB Egypt,44.16,31.0,50.1,0,0,2,5,Spring,13.0
FAC022,Retail Pharmacy,Qena,SKU027,AstraZeneca Egypt,102.23,30.4,40.3,0,0,2,5,Spring,11.0
FAC052,Hospital Pharmacy,Red Sea,SKU038,AstraZeneca Egypt,140.31,22.0,42.8,0,0,2,5,Spring,13.0
FAC033,Retail Pharmacy,Sharqia,SKU009,Pharco,75.69,24.6,42.7,1,0,2,5,Spring,9.0
FAC033,Retail Pharmacy,Sharqia,SKU074,Takeda Egypt,85.27,24.6,42.7,0,0,2,5,Spring,7.0
FAC021,Retail Pharmacy,Sohag,SKU021,CID,40.86,21.5,42.9,0,0,2,5,Spring,12.0
FAC021,Retail Pharmacy,Sohag,SKU058,Pfizer Egypt,80.32,21.5,42.9,0,0,2,5,Spring,2.0
FAC016,Retail Pharmacy,South Sinai,SKU037,GSK Egypt,61.37,23.9,41.9,0,0,2,5,Spring,11.0
FAC016,Retail Pharmacy,South Sinai,SKU055,BMS Egypt,46.99,23.9,41.9,0,0,2,5,Spring,5.0
FAC043,Hospital Pharmacy,South Sinai,SKU034,CID,20.37,23.9,41.9,0,0,2,5,Spring,22.0
FAC014,Retail Pharmacy,Suez,SKU008,Hikma Egypt,88.72,23.5,42.1,0,0,2,5,Spring,6.0
FAC014,Retail Pharmacy,Suez,SKU041,Bayer Egypt,36.69,23.5,42.1,0,0,2,5,Spring,15.0
FAC041,Retail Pharmacy,Suez,SKU052,Sanofi Egypt,66.92,23.5,42.1,0,0,2,5,Spring,5.0
FAC057,Clinic Pharmacy,Alexandria,SKU065,Sanofi Egypt,34.46,16.9,49.4,0,0,3,5,Spring,7.0
FAC020,Retail Pharmacy,Assiut,SKU018,Janssen Egypt,55.7,40.4,41.4,0,0,3,5,Spring,13.0
FAC020,Retail Pharmacy,Assiut,SKU035,Sanofi Egypt,137.42,40.4,41.4,0,0,3,5,Spring,10.0
FAC009,Retail Pharmacy,Beheira,SKU032,Sanofi Egypt,31.01,29.9,41.5,0,0,3,5,Spring,9.0
FAC063,Clinic Pharmacy,Beheira,SKU025,Novo Nordisk Egypt,142.13,29.9,41.5,1,0,3,5,Spring,2.0
FAC063,Clinic Pharmacy,Beheira,SKU079,GSK Egypt,147.93,29.9,41.5,0,0,3,5,Spring,8.0
FAC018,Retail Pharmacy,Beni Suef,SKU023,Sanofi Egypt,516.85,20.7,46.4,0,0,3,5,Spring,3.0
FAC005,Retail Pharmacy,Dakahlia,SKU044,SIGMA,38.71,16.3,42.8,0,0,3,5,Spring,14.0
FAC032,Retail Pharmacy,Dakahlia,SKU029,Merck Egypt,66.09,16.3,42.8,1,0,3,5,Spring,19.0
FAC059,Clinic Pharmacy,Dakahlia,SKU027,AstraZeneca Egypt,101.15,16.3,42.8,0,0,3,5,Spring,6.0
FAC017,Retail Pharmacy,Fayoum,SKU014,CID,22.08,17.7,38.7,0,0,3,5,Spring,13.0
FAC017,Retail Pharmacy,Fayoum,SKU031,MSD Egypt,78.19,17.7,38.7,0,0,3,5,Spring,8.0
FAC007,Retail Pharmacy,Gharbia,SKU031,MSD Egypt,72.77,7.3,40.2,0,0,3,5,Spring,15.0
FAC034,Retail Pharmacy,Gharbia,SKU003,Abbott Egypt,39.77,7.3,40.2,0,0,3,5,Spring,13.0
FAC034,Retail Pharmacy,Gharbia,SKU032,Sanofi Egypt,32.54,7.3,40.2,0,0,3,5,Spring,9.0
FAC034,Retail Pharmacy,Gharbia,SKU062,EVA Pharma,28.03,7.3,40.2,0,0,3,5,Spring,27.0
FAC002,Retail Pharmacy,Giza,SKU029,Merck Egypt,68.72,21.0,42.1,0,0,3,5,Spring,14.0
FAC029,Retail Pharmacy,Giza,SKU074,Takeda Egypt,88.81,21.0,42.1,0,0,3,5,Spring,14.0
FAC013,Retail Pharmacy,Ismailia,SKU009,Pharco,72.74,21.4,44.3,0,0,3,5,Spring,6.0
FAC053,Hospital Pharmacy,Matrouh,SKU006,GSK Egypt,54.11,21.8,46.3,0,0,3,5,Spring,8.0
FAC053,Hospital Pharmacy,Matrouh,SKU014,CID,21.7,21.8,46.3,0,0,3,5,Spring,29.0
FAC019,Retail Pharmacy,Minya,SKU009,Pharco,73.92,31.3,41.2,0,0,3,5,Spring,7.0
FAC008,Retail Pharmacy,Monufia,SKU027,AstraZeneca Egypt,105.0,23.1,50.8,0,0,3,5,Spring,7.0
FAC015,Retail Pharmacy,North Sinai,SKU023,Sanofi Egypt,504.85,20.3,45.8,1,0,3,5,Spring,3.0
FAC015,Retail Pharmacy,North Sinai,SKU030,Novartis Egypt,103.49,20.3,45.8,1,0,3,5,Spring,11.0
FAC012,Retail Pharmacy,Port Said,SKU018,Janssen Egypt,53.54,24.4,43.7,1,0,3,5,Spring,12.0
FAC012,Retail Pharmacy,Port Said,SKU038,AstraZeneca Egypt,146.93,24.4,43.7,0,0,3,5,Spring,8.0
FAC012,Retail Pharmacy,Port Said,SKU041,Bayer Egypt,36.84,24.4,43.7,0,0,3,5,Spring,12.0
FAC031,Retail Pharmacy,Qalyubia,SKU008,Hikma Egypt,86.98,14.9,46.0,1,0,3,5,Spring,5.0
FAC022,Retail Pharmacy,Qena,SKU016,AstraZeneca Egypt,69.12,19.6,48.0,0,0,3,5,Spring,15.0
FAC022,Retail Pharmacy,Qena,SKU025,Novo Nordisk Egypt,140.83,19.6,48.0,0,0,3,5,Spring,2.0
FAC022,Retail Pharmacy,Qena,SKU058,Pfizer Egypt,78.01,19.6,48.0,0,0,3,5,Spring,2.0
FAC049,Hospital Pharmacy,Qena,SKU075,Novartis Egypt,48.71,19.6,48.0,0,0,3,5,Spring,13.0
FAC049,Hospital Pharmacy,Qena,SKU075,Novartis Egypt,50.85,19.6,48.0,0,0,3,5,Spring,11.0
FAC006,Retail Pharmacy,Sharqia,SKU058,Pfizer Egypt,79.83,34.8,56.7,0,0,3,5,Spring,2.0
FAC033,Retail Pharmacy,Sharqia,SKU049,Aspen Egypt,29.3,34.8,56.7,0,0,3,5,Spring,15.0
FAC060,Clinic Pharmacy,Sharqia,SKU022,Servier Egypt,94.51,34.8,56.7,0,0,3,5,Spring,6.0
FAC048,Hospital Pharmacy,Sohag,SKU029,Merck Egypt,66.6,27.6,54.4,0,0,3,5,Spring,16.0
FAC048,Hospital Pharmacy,Sohag,SKU062,EVA Pharma,26.45,27.6,54.4,0,0,3,5,Spring,34.0
FAC041,Retail Pharmacy,Suez,SKU017,Takeda Egypt,74.8,32.9,44.4,0,0,3,5,Spring,12.0
FAC003,Retail Pharmacy,Alexandria,SKU047,EIPICO,47.15,17.3,47.5,0,1,4,5,Spring,7.0
FAC030,Retail Pharmacy,Alexandria,SKU058,Pfizer Egypt,75.71,17.3,47.5,0,1,4,5,Spring,2.0
FAC057,Clinic Pharmacy,Alexandria,SKU021,CID,42.63,17.3,47.5,0,1,4,5,Spring,8.0
FAC047,Hospital Pharmacy,Assiut,SKU074,Takeda Egypt,91.0,15.8,48.9,0,1,4,5,Spring,15.0
FAC047,Hospital Pharmacy,Assiut,SKU076,Lundbeck Egypt,131.25,15.8,48.9,1,1,4,5,Spring,6.0
FAC009,Retail Pharmacy,Beheira,SKU043,GSK Egypt,28.95,15.3,50.4,0,1,4,5,Spring,12.0
FAC036,Retail Pharmacy,Beheira,SKU067,Schering Egypt,17.7,15.3,50.4,0,1,4,5,Spring,3.0
FAC045,Hospital Pharmacy,Beni Suef,SKU019,Novartis Egypt,89.04,23.4,38.7,1,1,4,5,Spring,8.0
FAC045,Hospital Pharmacy,Beni Suef,SKU027,AstraZeneca Egypt,100.36,23.4,38.7,1,1,4,5,Spring,10.0
FAC028,Retail Pharmacy,Cairo,SKU060,Pfizer Egypt,81.31,19.8,53.0,0,1,4,5,Spring,3.0
FAC055,Hospital Pharmacy,Cairo,SKU044,SIGMA,38.6,19.8,53.0,0,1,4,5,Spring,24.0
FAC055,Hospital Pharmacy,Cairo,SKU069,AstraZeneca Egypt,57.77,19.8,53.0,0,1,4,5,Spring,8.0
FAC005,Retail Pharmacy,Dakahlia,SKU069,AstraZeneca Egypt,56.87,22.6,42.7,0,1,4,5,Spring,4.0
FAC032,Retail Pharmacy,Dakahlia,SKU066,CID,25.29,22.6,42.7,0,1,4,5,Spring,22.0
FAC032,Retail Pharmacy,Dakahlia,SKU079,GSK Egypt,153.53,22.6,42.7,0,1,4,5,Spring,5.0
FAC011,Retail Pharmacy,Damietta,SKU055,BMS Egypt,46.63,18.4,43.0,0,1,4,5,Spring,2.0
FAC011,Retail Pharmacy,Damietta,SKU067,Schering Egypt,18.16,18.4,43.0,0,1,4,5,Spring,2.0
FAC017,Retail Pharmacy,Fayoum,SKU048,Acino Egypt,66.3,11.6,44.9,0,1,4,5,Spring,5.0
FAC007,Retail Pharmacy,Gharbia,SKU059,EIPICO,23.58,13.8,45.3,0,1,4,5,Spring,4.0
FAC002,Retail Pharmacy,Giza,SKU047,EIPICO,47.87,18.7,36.2,0,1,4,5,Spring,7.0
FAC002,Retail Pharmacy,Giza,SKU074,Takeda Egypt,89.35,18.7,36.2,0,1,4,5,Spring,10.0
FAC064,Clinic Pharmacy,Kafr El Sheikh,SKU061,Leo Egypt,133.25,32.7,47.6,0,1,4,5,Spring,2.0
FAC064,Clinic Pharmacy,Kafr El Sheikh,SKU072,CID,25.43,32.7,47.6,0,1,4,5,Spring,9.0
FAC050,Hospital Pharmacy,Luxor,SKU051,Novartis Egypt,74.92,23.8,35.0,0,1,4,5,Spring,4.0
FAC026,Retail Pharmacy,Matrouh,SKU029,Merck Egypt,68.28,18.4,36.6,0,1,4,5,Spring,12.0
FAC026,Retail Pharmacy,Matrouh,SKU033,Pfizer Egypt,40.53,18.4,36.6,0,1,4,5,Spring,7.0
FAC026,Retail Pharmacy,Matrouh,SKU053,Pfizer Egypt,87.21,18.4,36.6,0,1,4,5,Spring,4.0
FAC046,Hospital Pharmacy,Minya,SKU031,MSD Egypt,76.46,32.1,51.9,1,1,4,5,Spring,13.0
FAC008,Retail Pharmacy,Monufia,SKU009,Pharco,70.83,15.8,48.7,0,1,4,5,Spring,6.0
FAC035,Retail Pharmacy,Monufia,SKU018,Janssen Egypt,53.53,15.8,48.7,0,1,4,5,Spring,12.0
FAC035,Retail Pharmacy,Monufia,SKU069,AstraZeneca Egypt,57.88,15.8,48.7,0,1,4,5,Spring,5.0
FAC054,Hospital Pharmacy,New Valley,SKU013,Amoun,34.13,19.5,48.3,0,1,4,5,Spring,13.0
FAC012,Retail Pharmacy,Port Said,SKU053,Pfizer Egypt,85.68,22.9,50.1,1,1,4,5,Spring,6.0
FAC012,Retail Pharmacy,Port Said,SKU058,Pfizer Egypt,79.38,22.9,50.1,0,1,4,5,Spring,2.0
FAC039,Retail Pharmacy,Port Said,SKU002,CID,17.7,22.9,50.1,0,1,4,5,Spring,11.0
FAC031,Retail Pharmacy,Qalyubia,SKU044,SIGMA,36.99,21.8,36.8,0,1,4,5,Spring,8.0
FAC022,Retail Pharmacy,Qena,SKU062,EVA Pharma,27.63,19.7,38.1,0,1,4,5,Spring,22.0
FAC025,Retail Pharmacy,Red Sea,SKU014,CID,22.29,21.3,42.7,0,1,4,5,Spring,18.0
FAC052,Hospital Pharmacy,Red Sea,SKU077,Janssen Egypt,63.16,21.3,42.7,0,1,4,5,Spring,7.0
FAC006,Retail Pharmacy,Sharqia,SKU009,Pharco,76.19,22.5,52.6,0,1,4,5,Spring,4.0
FAC006,Retail Pharmacy,Sharqia,SKU056,Schering Egypt,16.62,22.5,52.6,0,1,4,5,Spring,3.0
FAC006,Retail Pharmacy,Sharqia,SKU058,Pfizer Egypt,79.75,22.5,52.6,0,1,4,5,Spring,2.0
FAC060,Clinic Pharmacy,Sharqia,SKU042,UCB Egypt,57.09,22.5,52.6,0,1,4,5,Spring,8.0
FAC016,Retail Pharmacy,South Sinai,SKU073,Pfizer Egypt,88.79,7.0,42.7,0,1,4,5,Spring,3.0
FAC003,Retail Pharmacy,Alexandria,SKU053,Pfizer Egypt,86.82,22.5,37.2,0,1,5,5,Spring,5.0
FAC057,Clinic Pharmacy,Alexandria,SKU007,GSK Egypt,123.82,22.5,37.2,0,1,5,5,Spring,4.0
FAC057,Clinic Pharmacy,Alexandria,SKU040,UCB Egypt,43.3,22.5,37.2,0,1,5,5,Spring,11.0
FAC020,Retail Pharmacy,Assiut,SKU041,Bayer Egypt,34.99,19.2,51.4,1,1,5,5,Spring,11.0
FAC020,Retail Pharmacy,Assiut,SKU064,EIPICO,52.73,19.2,51.4,0,1,5,5,Spring,3.0
FAC047,Hospital Pharmacy,Assiut,SKU029,Merck Egypt,65.35,19.2,51.4,0,1,5,5,Spring,20.0
FAC051,Hospital Pharmacy,Aswan,SKU065,Sanofi Egypt,32.36,21.7,48.4,0,1,5,5,Spring,11.0
FAC009,Retail Pharmacy,Beheira,SKU049,Aspen Egypt,29.27,14.4,40.9,0,1,5,5,Spring,16.0
FAC063,Clinic Pharmacy,Beheira,SKU073,Pfizer Egypt,89.75,14.4,40.9,1,1,5,5,Spring,3.0
FAC045,Hospital Pharmacy,Beni Suef,SKU016,AstraZeneca Egypt,68.65,23.3,41.8,0,1,5,5,Spring,25.0
FAC045,Hospital Pharmacy,Beni Suef,SKU030,Novartis Egypt,103.66,23.3,41.8,0,1,5,5,Spring,8.0
FAC055,Hospital Pharmacy,Cairo,SKU007,GSK Egypt,119.39,21.9,38.4,0,1,5,5,Spring,12.0
FAC059,Clinic Pharmacy,Dakahlia,SKU006,GSK Egypt,52.88,27.5,39.6,0,1,5,5,Spring,5.0
FAC044,Hospital Pharmacy,Fayoum,SKU016,AstraZeneca Egypt,67.83,11.9,42.5,0,1,5,5,Spring,15.0
FAC002,Retail Pharmacy,Giza,SKU042,UCB Egypt,54.66,11.2,50.7,0,1,5,5,Spring,7.0
FAC056,Hospital Pharmacy,Giza,SKU064,EIPICO,52.57,11.2,50.7,0,1,5,5,Spring,6.0
FAC013,Retail Pharmacy,Ismailia,SKU048,Acino Egypt,64.42,9.5,46.1,1,1,5,5,Spring,5.0
FAC010,Retail Pharmacy,Kafr El Sheikh,SKU012,Sanofi Egypt,38.78,25.2,37.7,0,1,5,5,Spring,14.0
FAC023,Retail Pharmacy,Luxor,SKU014,CID,22.02,27.0,44.3,0,1,5,5,Spring,15.0
FAC050,Hospital Pharmacy,Luxor,SKU018,Janssen Egypt,54.05,27.0,44.3,1,1,5,5,Spring,11.0
FAC026,Retail Pharmacy,Matrouh,SKU006,GSK Egypt,52.71,18.7,41.9,0,1,5,5,Spring,7.0
FAC026,Retail Pharmacy,Matrouh,SKU037,GSK Egypt,63.32,18.7,41.9,1,1,5,5,Spring,9.0
FAC019,Retail Pharmacy,Minya,SKU069,AstraZeneca Egypt,54.9,15.5,50.3,0,1,5,5,Spring,3.0
FAC046,Hospital Pharmacy,Minya,SKU023,Sanofi Egypt,498.0,15.5,50.3,0,1,5,5,Spring,5.0
FAC046,Hospital Pharmacy,Minya,SKU041,Bayer Egypt,36.89,15.5,50.3,0,1,5,5,Spring,12.0
FAC054,Hospital Pharmacy,New Valley,SKU035,Sanofi Egypt,132.13,27.2,40.1,0,1,5,5,Spring,8.0
FAC012,Retail Pharmacy,Port Said,SKU012,Sanofi Egypt,40.95,17.9,46.6,0,1,5,5,Spring,13.0
FAC004,Retail Pharmacy,Qalyubia,SKU026,Pfizer Egypt,96.05,16.7,41.2,0,1,5,5,Spring,14.0
FAC058,Clinic Pharmacy,Qalyubia,SKU055,BMS Egypt,48.5,16.7,41.2,0,1,5,5,Spring,2.0
FAC049,Hospital Pharmacy,Qena,SKU003,Abbott Egypt,38.56,22.0,43.6,0,1,5,5,Spring,15.0
FAC006,Retail Pharmacy,Sharqia,SKU070,Amoun,38.3,29.3,47.8,1,1,5,5,Spring,11.0
FAC033,Retail Pharmacy,Sharqia,SKU034,CID,20.57,29.3,47.8,1,1,5,5,Spring,12.0
FAC060,Clinic Pharmacy,Sharqia,SKU007,GSK Egypt,118.43,29.3,47.8,0,1,5,5,Spring,6.0
FAC060,Clinic Pharmacy,Sharqia,SKU007,GSK Egypt,117.99,29.3,47.8,1,1,5,5,Spring,4.0
FAC060,Clinic Pharmacy,Sharqia,SKU035,Sanofi Egypt,129.83,29.3,47.8,0,1,5,5,Spring,4.0
FAC060,Clinic Pharmacy,Sharqia,SKU072,CID,24.55,29.3,47.8,0,1,5,5,Spring,9.0
FAC021,Retail Pharmacy,Sohag,SKU058,Pfizer Egypt,80.42,25.5,49.5,0,1,5,5,Spring,2.0
FAC003,Retail Pharmacy,Alexandria,SKU045,MUP,28.73,9.9,37.6,0,0,6,5,Spring,11.0
FAC051,Hospital Pharmacy,Aswan,SKU053,Pfizer Egypt,88.29,20.8,47.0,0,0,6,5,Spring,7.0
FAC051,Hospital Pharmacy,Aswan,SKU078,Pharco,75.53,20.8,47.0,0,0,6,5,Spring,11.0
FAC063,Clinic Pharmacy,Beheira,SKU063,GSK Egypt,63.86,14.1,39.1,1,0,6,5,Spring,7.0
FAC018,Retail Pharmacy,Beni Suef,SKU053,Pfizer Egypt,84.35,25.8,39.8,1,0,6,5,Spring,6.0
FAC045,Hospital Pharmacy,Beni Suef,SKU007,GSK Egypt,123.56,25.8,39.8,0,0,6,5,Spring,11.0
FAC045,Hospital Pharmacy,Beni Suef,SKU028,Pfizer Egypt,52.96,25.8,39.8,0,0,6,5,Spring,26.0
FAC001,Retail Pharmacy,Cairo,SKU006,GSK Egypt,54.14,18.9,36.9,0,0,6,5,Spring,10.0
FAC001,Retail Pharmacy,Cairo,SKU011,EIPICO,43.01,18.9,36.9,0,0,6,5,Spring,3.0
FAC001,Retail Pharmacy,Cairo,SKU013,Amoun,33.37,18.9,36.9,1,0,6,5,Spring,13.0
FAC005,Retail Pharmacy,Dakahlia,SKU036,Sanofi Egypt,183.23,25.7,43.6,0,0,6,5,Spring,3.0
FAC032,Retail Pharmacy,Dakahlia,SKU070,Amoun,38.67,25.7,43.6,0,0,6,5,Spring,10.0
FAC059,Clinic Pharmacy,Dakahlia,SKU001,EVA Pharma,24.7,25.7,43.6,0,0,6,5,Spring,22.0
FAC017,Retail Pharmacy,Fayoum,SKU057,Pfizer Egypt,58.23,20.1,40.5,0,0,6,5,Spring,3.0
FAC002,Retail Pharmacy,Giza,SKU033,Pfizer Egypt,42.01,17.4,38.5,0,0,6,5,Spring,9.0
FAC002,Retail Pharmacy,Giza,SKU071,Bayer Egypt,42.95,17.4,38.5,0,0,6,5,Spring,5.0
FAC056,Hospital Pharmacy,Giza,SKU070,Amoun,39.53,17.4,38.5,0,0,6,5,Spring,12.0
FAC056,Hospital Pharmacy,Giza,SKU077,Janssen Egypt,63.47,17.4,38.5,0,0,6,5,Spring,12.0
FAC013,Retail Pharmacy,Ismailia,SKU074,Takeda Egypt,88.27,17.3,49.2,0,0,6,5,Spring,17.0
FAC040,Retail Pharmacy,Ismailia,SKU032,Sanofi Egypt,30.6,17.3,49.2,0,0,6,5,Spring,9.0
FAC040,Retail Pharmacy,Ismailia,SKU077,Janssen Egypt,64.13,17.3,49.2,0,0,6,5,Spring,10.0
FAC053,Hospital Pharmacy,Matrouh,SKU036,Sanofi Egypt,190.77,20.2,43.3,0,0,6,5,Spring,5.0
FAC062,Clinic Pharmacy,Monufia,SKU007,GSK Egypt,123.07,15.5,50.5,0,0,6,5,Spring,5.0
FAC027,Retail Pharmacy,New Valley,SKU031,MSD Egypt,77.07,22.4,45.1,0,0,6,5,Spring,10.0
FAC015,Retail Pharmacy,North Sinai,SKU074,Takeda Egypt,84.18,23.9,44.7,0,0,6,5,Spring,17.0
FAC004,Retail Pharmacy,Qalyubia,SKU068,Sanofi Egypt,165.98,19.8,53.9,0,0,6,5,Spring,7.0
FAC031,Retail Pharmacy,Qalyubia,SKU019,Novartis Egypt,85.7,19.8,53.9,1,0,6,5,Spring,5.0
FAC058,Clinic Pharmacy,Qalyubia,SKU011,EIPICO,43.1,19.8,53.9,0,0,6,5,Spring,2.0
FAC058,Clinic Pharmacy,Qalyubia,SKU039,MSD Egypt,82.33,19.8,53.9,1,0,6,5,Spring,12.0
FAC052,Hospital Pharmacy,Red Sea,SKU022,Servier Egypt,96.89,26.4,34.6,0,0,6,5,Spring,8.0
FAC006,Retail Pharmacy,Sharqia,SKU007,GSK Egypt,115.22,18.9,42.8,0,0,6,5,Spring,6.0
FAC033,Retail Pharmacy,Sharqia,SKU016,AstraZeneca Egypt,65.7,18.9,42.8,0,0,6,5,Spring,16.0
FAC060,Clinic Pharmacy,Sharqia,SKU026,Pfizer Egypt,91.75,18.9,42.8,0,0,6,5,Spring,17.0
FAC060,Clinic Pharmacy,Sharqia,SKU040,UCB Egypt,44.09,18.9,42.8,0,0,6,5,Spring,11.0
FAC060,Clinic Pharmacy,Sharqia,SKU069,AstraZeneca Egypt,58.02,18.9,42.8,0,0,6,5,Spring,5.0
FAC016,Retail Pharmacy,South Sinai,SKU048,Acino Egypt,66.45,21.2,37.8,0,0,6,5,Spring,8.0
FAC043,Hospital Pharmacy,South Sinai,SKU014,CID,22.82,21.2,37.8,0,0,6,5,Spring,21.0
FAC014,Retail Pharmacy,Suez,SKU039,MSD Egypt,79.86,25.0,46.9,0,0,6,5,Spring,22.0
FAC003,Retail Pharmacy,Alexandria,SKU021,CID,42.59,24.1,43.8,1,0,0,5,Spring,15.0
FAC030,Retail Pharmacy,Alexandria,SKU047,EIPICO,46.97,24.1,43.8,1,0,0,5,Spring,9.0
FAC057,Clinic Pharmacy,Alexandria,SKU062,EVA Pharma,26.57,24.1,43.8,0,0,0,5,Spring,8.0
FAC020,Retail Pharmacy,Assiut,SKU031,MSD Egypt,75.53,11.3,46.7,0,0,0,5,Spring,12.0
FAC024,Retail Pharmacy,Aswan,SKU017,Takeda Egypt,77.25,12.8,35.9,0,0,0,5,Spring,11.0
FAC024,Retail Pharmacy,Aswan,SKU052,Sanofi Egypt,66.48,12.8,35.9,0,0,0,5,Spring,4.0
FAC036,Retail Pharmacy,Beheira,SKU063,GSK Egypt,63.42,26.3,46.6,0,0,0,5,Spring,9.0
FAC063,Clinic Pharmacy,Beheira,SKU075,Novartis Egypt,51.82,26.3,46.6,0,0,0,5,Spring,8.0
FAC045,Hospital Pharmacy,Beni Suef,SKU036,Sanofi Egypt,188.46,27.6,52.5,0,0,0,5,Spring,3.0
FAC028,Retail Pharmacy,Cairo,SKU018,Janssen Egypt,53.58,29.4,47.3,0,0,0,5,Spring,14.0
FAC011,Retail Pharmacy,Damietta,SKU005,GSK Egypt,60.23,26.3,47.2,0,0,0,5,Spring,9.0
FAC007,Retail Pharmacy,Gharbia,SKU053,Pfizer Egypt,90.09,13.1,55.4,0,0,0,5,Spring,4.0
FAC061,Clinic Pharmacy,Gharbia,SKU040,UCB Egypt,44.64,13.1,55.4,0,0,0,5,Spring,13.0
FAC061,Clinic Pharmacy,Gharbia,SKU067,Schering Egypt,17.85,13.1,55.4,0,0,0,5,Spring,2.0
FAC029,Retail Pharmacy,Giza,SKU064,EIPICO,50.47,32.6,46.6,0,0,0,5,Spring,5.0
FAC013,Retail Pharmacy,Ismailia,SKU023,Sanofi Egypt,505.43,21.8,42.8,0,0,0,5,Spring,3.0
FAC013,Retail Pharmacy,Ismailia,SKU076,Lundbeck Egypt,125.24,21.8,42.8,0,0,0,5,Spring,5.0
FAC010,Retail Pharmacy,Kafr El Sheikh,SKU018,Janssen Egypt,54.72,16.4,46.7,0,0,0,5,Spring,10.0
FAC064,Clinic Pharmacy,Kafr El Sheikh,SKU044,SIGMA,38.14,16.4,46.7,0,0,0,5,Spring,15.0
FAC064,Clinic Pharmacy,Kafr El Sheikh,SKU054,Lundbeck Egypt,109.44,16.4,46.7,1,0,0,5,Spring,3.0
FAC026,Retail Pharmacy,Matrouh,SKU061,Leo Egypt,132.76,25.2,41.2,1,0,0,5,Spring,2.0
